timestamp,tower_id,latency_sec,bandwidth,dropped_calls,total_calls,uptime_percent,network_type,operator,users_connected,download_speed_mbps,signal_strength_dbm,tower_load_percent,average_call_duration_sec,handover_success_rate,packet_loss_percent,jitter_ms,tower_temperature_c,battery_backup_hours,tower_age_years,maintenance_due,upload_speed_mbps,call_drop_reason,weather_condition,technician_notes,last_maintenance,tower_color,is_test_tower,tower_height_m,signal_icon,internal_code,notes,extra_flag,location_latitude,location_longitude,signal_strength_RSSI,signal_strength_RSRP,signal_strength_SINR,voip_metrics_jitter_ms,voip_metrics_packet_loss_percent,cluster,anomaly,pca1,pca2,recommendation
2025-08-22 21:25:00,TWR1069,0.922,10.72 Gbps,0,77,95.04,LTE,O2,374,23.58,-95.85,37.83,122.4,88.77,3.05,13.0,40.9,9.9,9,True,9.43,Satisfactory,Sunny,Checked cables,2025-06-04,Red,False,74.25,✅,INT42176,Pending upgrade,Z,57.154025,-2.102312,-85.17,-112.42,-2.87,9.4,0.59,3,1,-1.9340171299404039,-0.40526886045293314,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 21:30:00,TWR1046,0.20500000000000002,58.52 Gbps,10,109,95.86,LTE,Vodafone UK,89,71.94,-90.34,86.35,259.4,97.14,4.39,6.11,31.9,10.6,2,False,28.78,Satisfactory,Rainy,Rebooted system,2025-06-18,Red,True,72.48,✅,INT66189,Pending upgrade,B,51.504082,-0.135826,-66.52,-103.26,-4.04,39.72,4.9,0,-1,2.450678897059598,1.4314507556304914,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🚨 Anomaly detected → Send field engineer
2025-08-22 21:35:00,TWR1096,0.837,44.06 Gbps,8,67,99.69,LTE,O2,49,101.01,-85.45,60.65,104.0,94.21,0.34,15.08,34.7,2.6,19,False,40.4,Satisfactory,Sunny,Rebooted system,2025-04-17,Red,False,89.61,📶,INT17536,,A,50.823236,-0.13813499999999998,-98.66,-139.95,20.23,45.17,1.69,2,1,1.272488720244633,-2.3649475032247604,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 21:40:00,TWR1047,0.561,28.33 Mbps,7,165,99.99,5G,O2,134,54.35,-66.68,31.85,52.8,87.87,3.81,5.36,22.2,7.3,20,False,21.74,Other,Foggy,Checked cables,2025-01-02,Red,True,71.34,🔇,INT52164,Temporary site,C,51.456262,-2.592403,-63.57,-129.36,6.66,2.47,0.21,1,1,0.13903084645922223,0.47137171919252213,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 21:45:00,TWR1006,0.149,19.98 Mbps,9,81,96.25,LTE,Vodafone UK,11,163.93,-64.34,57.76,54.2,95.55,4.76,9.07,33.4,6.2,13,False,65.57,Poor Voice Quality,Cloudy,Rebooted system,2025-05-05,Grey,False,54.37,🔇,INT37567,Temporary site,Z,53.483319,-2.24927,-101.33,-120.04,12.67,22.26,2.11,2,-1,3.3495525492056175,0.8159574469435251,📞 Packet loss high → Optimize VoIP routing/codecs; 🚨 Anomaly detected → Send field engineer
2025-08-22 21:50:00,TWR1025,0.896,14.22 Mbps,7,146,97.64,LTE,EE,312,27.62,-90.4,31.95,84.9,94.47,4.93,8.37,23.2,0.4,5,False,11.05,,Cloudy,No issues,2025-07-05,Grey,False,96.53,📶,INT72489,Pending upgrade,Z,51.753315,-1.260985,-103.21,-119.18,21.93,47.66,1.9100000000000001,3,1,-0.5133483704955504,0.4367618008039482,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 21:55:00,TWR1078,0.166,17.6 Gbps,4,144,99.23,LTE,Three,276,30.67,-61.46,11.41,143.6,89.64,2.7199999999999998,16.94,13.7,4.2,7,False,12.27,Poor Voice Quality,Sunny,No issues,2024-12-18,Blue,True,71.64,⚠️,INT84971,Legacy hardware,A,53.415469,-2.986759,-111.36,-87.0,5.64,3.66,1.8599999999999999,1,1,-1.020129302577378,1.2203925905651267,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 22:00:00,TWR1032,0.279,73.3 Gbps,5,87,97.59,LTE,Vodafone UK,78,78.12,-102.37,46.82,288.5,94.25,1.24,3.0,36.2,6.3,10,True,31.25,Other,Sunny,No issues,2025-04-13,Blue,True,66.08,🔇,INT32866,Pending upgrade,Z,53.4794,-2.251357,-61.16,-139.95,5.14,3.49,1.18,1,1,0.529220737896886,-0.26532048953086695,✅ Tower healthy
2025-08-22 22:05:00,TWR1089,0.372,16.85 Mbps,3,101,96.07,4G,EE,210,38.46,-73.48,86.53,228.7,93.73,2.46,9.08,10.1,7.3,4,True,15.38,Satisfactory,Rainy,,2025-05-07,White,False,93.43,📶,INT94073,,A,51.750918,-1.259491,-88.91,-122.72,7.13,10.29,2.04,0,1,0.2847633380351082,0.5125159884894859,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 22:10:00,TWR1085,0.578,29.81 Mbps,7,148,98.83,5G,EE,194,40.98,-87.03,53.42,256.2,97.91,0.15,1.27,22.8,7.9,17,True,16.39,,Rainy,Rebooted system,2024-09-03,Grey,False,35.43,⚠️,INT17334,Temporary site,A,53.410045,-2.991635,-62.84,-128.41,21.76,20.56,0.54,3,1,0.08187423970236878,-1.1781524922905544,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 22:15:00,TWR1090,0.629,91.71 Gbps,9,102,97.48,4G,EE,26,131.58,-83.54,13.63,97.0,85.44,4.21,12.34,33.5,10.6,19,True,52.63,Satisfactory,Rainy,,2025-03-02,Red,True,78.69,🔇,INT14425,,Z,55.947997,-3.181738,-102.44,-127.03,-2.37,45.78,2.51,2,-1,1.4626585428520549,-0.32335989472904636,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower; 🚨 Anomaly detected → Send field engineer
2025-08-22 22:20:00,TWR1023,0.272,65.89 Mbps,8,88,99.32,5G,Vodafone UK,87,72.99,-87.08,94.1,55.6,85.6,0.47000000000000003,1.8599999999999999,12.9,10.1,19,False,29.2,Satisfactory,Rainy,,2025-02-23,Blue,True,70.88,✅,INT59122,,A,51.497925,-0.123098,-79.92,-105.77,16.42,17.64,4.47,0,1,1.9268234185788027,-0.5937885532620094,✅ Tower healthy
2025-08-22 22:25:00,TWR1062,0.784,7.79 Mbps,7,142,96.59,4G,EE,334,26.04,-67.53,50.65,261.4,94.98,3.15,6.52,10.1,7.6,16,False,10.42,Satisfactory,Cloudy,,2025-02-27,White,True,87.02,🔇,INT67097,Legacy hardware,A,55.947941,-3.194267,-85.89,-121.49,23.94,18.29,3.47,3,1,-0.1917031541002939,-0.11317211557803626,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 22:30:00,TWR1067,0.181,77.18 Mbps,4,91,95.83,LTE,O2,313,27.55,-100.53,63.16,46.7,92.11,3.66,4.46,31.7,8.9,1,False,11.02,Other,Rainy,No issues,2024-09-04,Grey,True,83.5,📶,INT13004,Pending upgrade,C,52.49446,-1.882943,-99.67,-129.83,6.95,27.79,4.68,0,1,0.038784236616993185,1.6646356208005506,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 22:35:00,TWR1033,0.777,86.45 Gbps,0,106,99.35,5G,Vodafone UK,475,19.05,-63.49,25.09,120.4,91.51,1.47,10.09,39.2,6.4,9,False,7.62,Other,Rainy,Rebooted system,2025-07-30,Red,True,96.88,🔇,INT97580,Pending upgrade,A,50.827266,-0.14230299999999999,-105.88,-83.33,8.55,18.47,2.05,3,1,-2.2679820004132414,-0.7478209947086942,⚡ High latency → Check backhaul/core network
2025-08-22 22:40:00,TWR1071,0.22,10.07 Mbps,6,108,96.71,4G,EE,218,37.31,-69.44,15.94,126.7,88.75,1.55,19.23,38.4,7.9,16,True,14.93,Satisfactory,Rainy,Rebooted system,2025-03-03,Red,True,93.94,⚠️,INT25549,Temporary site,Z,53.472611,-2.233322,-72.38,-93.52,10.53,5.79,4.46,1,1,-0.5579383100020142,0.43677499385591834,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 22:45:00,TWR1085,0.9460000000000001,68.06 Gbps,6,179,99.5,4G,EE,360,24.39,-71.06,50.48,267.0,91.08,2.27,2.36,32.6,3.7,2,False,9.76,,Foggy,Rebooted system,2025-04-15,Grey,True,47.47,🔇,INT91749,Pending upgrade,B,50.829023,-0.130903,-69.75,-130.29,-3.35,17.45,3.88,3,1,-0.601855450202987,-0.9119890060267334,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 22:50:00,TWR1091,0.915,87.03 Mbps,3,133,97.26,LTE,O2,316,27.32,-100.26,99.44,173.2,98.98,1.92,15.93,11.7,7.7,9,False,10.93,Satisfactory,Cloudy,Rebooted system,2024-11-13,Blue,False,87.35,✅,INT99348,Legacy hardware,A,51.452059,-2.595303,-63.1,-85.32,-2.63,16.17,2.5700000000000003,3,1,-0.11305077281193442,-0.9957066199712005,⚡ High latency → Check backhaul/core network
2025-08-22 22:55:00,TWR1012,0.986,89.96 Mbps,0,196,95.82,5G,O2,376,23.47,-104.09,20.44,282.6,87.36,3.02,17.26,16.0,10.4,14,False,9.39,Other,Rainy,No issues,2025-08-11,Red,True,75.38,⚠️,INT40334,Temporary site,A,53.404607,-3.000619,-81.11,-103.19,21.79,10.61,3.33,3,1,-2.3451018560635513,-0.5800269042436327,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 23:00:00,TWR1053,0.34800000000000003,71.91 Mbps,5,71,95.7,4G,EE,209,38.61,-98.52,64.19,200.3,89.37,0.23,19.8,27.8,5.3,5,False,15.44,Poor Voice Quality,Cloudy,No issues,2024-10-17,Grey,False,67.15,✅,INT47098,Temporary site,A,53.490452,-2.243907,-113.56,-105.56,19.72,5.26,3.45,0,1,0.07203316872099641,-0.5147092367970105,✅ Tower healthy
2025-08-22 23:05:00,TWR1047,0.921,90.26 Mbps,10,56,96.44,4G,EE,291,29.33,-99.0,69.53,43.5,91.41,1.73,12.88,44.0,4.2,15,True,11.73,Satisfactory,Rainy,No issues,2025-01-19,Blue,False,47.33,✅,INT74234,Temporary site,Z,54.986799,-1.620806,-101.17,-114.13,25.59,4.8,1.6400000000000001,3,1,0.6116246750882113,-1.2009321369213446,⚡ High latency → Check backhaul/core network; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 23:10:00,TWR1032,0.663,76.58 Gbps,4,98,96.46,4G,O2,450,20.0,-84.92,88.44,169.3,88.59,1.85,1.7000000000000002,10.4,11.8,13,True,8.0,Poor Voice Quality,Rainy,No issues,2024-12-22,Blue,False,81.34,✅,INT41492,Temporary site,Z,51.453501,-2.594042,-63.45,-114.06,25.74,21.39,4.6,0,1,-0.08224735782472137,-0.3318888839464181,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 23:15:00,TWR1098,0.442,77.57 Gbps,4,94,98.11,5G,EE,466,19.38,-101.72,89.58,115.5,99.53,0.96,11.57,19.0,10.7,18,True,7.75,Other,Rainy,Rebooted system,2025-05-10,White,False,77.86,📶,INT98356,Temporary site,Z,51.502951,-0.125769,-85.64,-112.55,11.24,46.25,0.31,0,1,0.04425806524938496,-0.19398156674806633,⚠️ Tower overloaded → Add capacity / load balancing; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 23:20:00,TWR1092,0.624,30.03 Mbps,6,118,99.71,5G,Vodafone UK,122,58.14,-73.47,92.56,249.7,98.88,4.05,2.47,26.0,6.3,6,True,23.26,Satisfactory,Sunny,,2025-02-15,Grey,True,99.23,⚠️,INT24413,Pending upgrade,Z,53.472385,-2.234199,-93.63,-83.99,0.21,5.29,3.81,0,1,1.2269417020360085,0.4018844117924286,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 23:25:00,TWR1097,0.735,51.24 Gbps,0,84,97.58,LTE,O2,280,30.3,-86.72,59.49,249.1,99.16,1.5,6.68,29.3,6.7,9,True,12.12,Poor Voice Quality,Foggy,,2024-12-11,Blue,True,63.68,📶,INT89145,Legacy hardware,B,53.411723,-3.000961,-110.12,-138.33,11.83,40.16,3.59,3,1,-1.331671083238477,-0.7419199934097543,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 23:30:00,TWR1027,0.15,56.76 Gbps,7,141,97.04,LTE,Three,411,21.69,-107.34,80.14,70.6,88.35,3.08,3.93,29.2,7.8,17,False,8.68,Poor Voice Quality,Rainy,,2025-04-23,Red,True,42.82,📶,INT30873,Temporary site,B,57.147949,-2.097735,-83.85,-120.05,11.97,18.96,3.8,0,1,0.8349952728413873,1.4934417067744252,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 23:35:00,TWR1066,0.41400000000000003,95.55 Gbps,7,120,97.24,5G,EE,284,29.94,-108.01,29.16,89.3,94.19,3.95,9.18,15.1,10.3,4,False,11.98,Satisfactory,Rainy,Checked cables,2025-03-10,White,False,38.47,✅,INT70352,Pending upgrade,A,53.470833,-2.251604,-66.25,-127.09,5.17,27.03,2.81,1,1,-0.21521664663088738,1.157823585145305,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 23:40:00,TWR1035,0.58,77.82 Gbps,8,97,99.5,LTE,Vodafone UK,364,24.15,-109.96,96.4,222.9,94.85,1.22,11.21,22.3,3.1,20,True,9.66,Satisfactory,Rainy,Rebooted system,2025-02-07,Red,True,31.43,⚠️,INT73321,Legacy hardware,B,57.153771,-2.099002,-82.77,-115.37,-3.9,49.1,4.16,0,1,0.9300522359676501,-0.510196598694787,📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 23:45:00,TWR1079,0.20400000000000001,92.22 Gbps,6,174,99.14,5G,O2,475,19.05,-100.41,41.42,177.5,85.68,0.96,1.81,19.8,5.7,20,False,7.62,Other,Rainy,Rebooted system,2024-09-30,Grey,False,70.12,🔇,INT97384,Pending upgrade,A,53.481199,-2.246901,-67.16,-129.44,8.37,43.49,0.55,1,1,-0.38214879327356055,0.38385797764452156,📞 High jitter → Review routing paths / bandwidth
2025-08-22 23:50:00,TWR1056,0.40900000000000003,65.13 Gbps,2,177,96.49,4G,Three,103,65.36,-108.72,68.82,216.3,94.27,2.4,17.85,15.6,7.9,7,False,26.14,Poor Voice Quality,Sunny,Checked cables,2025-02-06,Blue,True,42.06,✅,INT57979,,C,51.452454,-2.586945,-116.82,-99.76,-0.24,3.5300000000000002,1.57,0,1,0.16861813580958604,0.12565840524432445,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 23:55:00,TWR1064,0.248,49.51 Mbps,10,149,97.59,LTE,O2,250,33.33,-66.51,65.55,135.6,91.11,0.56,19.03,20.7,0.7000000000000001,20,True,13.33,Satisfactory,Rainy,,2025-04-21,Red,True,40.55,⚠️,INT94519,Temporary site,C,51.456622,-2.590293,-88.95,-128.05,28.34,48.15,4.3,0,1,1.0531121229207563,-0.10739508480894108,📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 00:00:00,TWR1000,0.162,88.48 Gbps,6,99,97.25,LTE,O2,314,27.47,-87.83,77.77,182.9,97.84,0.8,12.16,32.2,8.2,13,True,10.99,Poor Voice Quality,Sunny,No issues,2025-03-23,Blue,True,39.71,✅,INT48982,Legacy hardware,A,53.415818,-2.9876329999999998,-69.73,-135.4,27.13,3.67,2.36,0,1,0.5316789830369167,0.32826768819490304,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 00:05:00,TWR1060,0.912,94.66 Mbps,3,78,98.96,4G,Three,125,57.14,-92.51,78.9,242.2,93.3,0.2,14.94,36.3,7.5,13,False,22.86,Other,Rainy,,2024-12-21,Blue,True,94.45,⚠️,INT22899,,Z,54.983211,-1.621299,-94.8,-98.54,8.23,1.79,3.88,3,1,-0.13048727120371,-2.114395207260623,⚡ High latency → Check backhaul/core network
2025-08-23 00:10:00,TWR1094,0.89,99.18 Gbps,7,50,95.03,4G,Three,212,38.17,-102.66,23.25,141.4,95.47,1.38,10.27,38.7,4.5,7,True,15.27,Satisfactory,Rainy,,2025-06-17,Grey,False,85.81,📶,INT72917,Pending upgrade,B,51.50069,-0.121209,-62.81,-85.66,16.63,25.97,2.51,3,1,-0.7479672827540068,-1.3487559293970812,⚡ High latency → Check backhaul/core network
2025-08-23 00:15:00,TWR1021,0.733,61.93 Mbps,9,86,97.14,LTE,EE,237,34.84,-87.07,90.57,164.0,99.36,1.43,1.03,42.0,0.6000000000000001,1,False,13.94,Satisfactory,Cloudy,Rebooted system,2025-06-29,Red,False,87.5,⚠️,INT78544,Legacy hardware,C,55.960479,-3.188485,-111.3,-112.39,18.24,22.32,3.65,0,1,1.0786177717160577,-0.9157362419152487,⚡ High latency → Check backhaul/core network
2025-08-23 00:20:00,TWR1052,0.859,97.0 Mbps,4,164,97.67,4G,Three,395,22.47,-74.62,20.82,175.6,91.5,0.09,1.57,23.7,7.9,8,False,8.99,Satisfactory,Foggy,,2025-01-07,Blue,True,76.26,🔇,INT44484,Pending upgrade,Z,53.476227,-2.234416,-94.29,-122.29,13.61,14.78,4.84,3,1,-1.701688106293858,-1.6915225785163406,⚡ High latency → Check backhaul/core network
2025-08-23 00:25:00,TWR1070,0.6970000000000001,34.37 Mbps,3,123,98.78,LTE,O2,335,25.97,-79.73,78.35,46.7,97.55,3.8200000000000003,5.11,30.5,6.8,12,True,10.39,Satisfactory,Cloudy,Rebooted system,2024-09-14,Grey,True,69.7,✅,INT71361,Pending upgrade,Z,50.815039,-0.13636,-66.23,-102.16,27.23,10.49,3.6,0,1,-0.26457686391624147,0.47120898210863177,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 00:30:00,TWR1003,0.712,67.14 Gbps,10,150,98.78,4G,Three,428,20.92,-79.05,42.85,44.1,93.5,1.87,2.52,42.7,1.0,13,False,8.37,Satisfactory,Foggy,No issues,2025-08-02,Red,True,59.07,⚠️,INT77724,Pending upgrade,Z,51.75368,-1.266427,-65.85,-114.58,22.84,8.74,1.12,3,1,0.09390590219482614,-0.5234346870245997,⚡ High latency → Check backhaul/core network
2025-08-23 00:35:00,TWR1031,0.808,24.66 Gbps,10,166,96.94,4G,Three,117,59.88,-80.89,31.14,216.8,96.37,1.79,5.13,11.3,1.3,3,True,23.95,Satisfactory,Cloudy,Rebooted system,2025-07-28,Blue,False,57.09,🔇,INT88880,,Z,55.950702,-3.191369,-81.1,-103.26,6.72,46.33,2.92,3,1,0.4513141222170413,-1.2026860998959268,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 00:40:00,TWR1057,0.872,68.02 Gbps,1,186,95.3,LTE,Three,337,25.84,-98.94,93.11,144.4,91.41,1.01,5.28,41.6,6.8,4,False,10.34,Poor Voice Quality,Rainy,,2024-10-09,Blue,True,85.99,⚠️,INT34882,Pending upgrade,C,52.49183,-1.890639,-66.21,-115.02,8.55,10.7,0.31,3,1,-0.6744670119732215,-1.2841630562613116,⚡ High latency → Check backhaul/core network
2025-08-23 00:45:00,TWR1100,0.8,49.33 Mbps,3,200,99.59,5G,O2,243,34.13,-93.14,57.62,241.1,91.11,1.26,8.21,26.2,11.9,2,True,13.65,Poor Voice Quality,Sunny,,2025-08-19,Grey,False,71.64,✅,INT94466,Temporary site,Z,50.820645999999996,-0.14024399999999998,-79.01,-80.39,-2.43,30.02,2.9699999999999998,3,1,-0.8055117486955283,-1.0924630039433683,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 00:50:00,TWR1098,0.782,62.95 Gbps,5,148,99.13,4G,EE,75,80.0,-73.47,10.08,110.3,96.67,3.93,15.59,10.4,1.4,8,False,32.0,Satisfactory,Sunny,Rebooted system,2024-11-27,Red,False,74.06,⚠️,INT71666,Pending upgrade,C,51.742564,-1.263808,-84.34,-131.93,20.93,34.0,4.91,3,1,-0.4043014969982343,-0.2686039543181096,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 00:55:00,TWR1095,0.743,19.97 Gbps,6,191,98.55,5G,Vodafone UK,170,45.45,-98.41,41.47,182.3,91.21,4.75,2.63,17.6,3.4,10,False,18.18,Poor Voice Quality,Cloudy,,2025-03-04,Grey,True,43.61,📶,INT27160,,B,53.490341,-2.237814,-110.84,-123.57,15.6,33.61,0.68,3,1,-0.08715756603007446,0.5644566923709065,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 01:00:00,TWR1005,0.609,59.51 Gbps,7,120,95.42,LTE,O2,199,40.16,-97.52,79.45,62.7,86.69,2.41,1.09,33.3,4.7,12,True,16.06,Satisfactory,Cloudy,Checked cables,2025-01-28,Grey,True,45.36,✅,INT65479,Pending upgrade,B,51.452396,-2.581934,-115.24,-104.62,3.47,23.56,3.09,0,1,0.7322915547915143,-0.16947244040961879,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 01:05:00,TWR1002,0.868,25.85 Gbps,0,135,97.87,LTE,Three,55,95.24,-65.82,28.05,163.4,99.5,3.23,9.67,34.8,11.3,16,True,38.1,Poor Voice Quality,Rainy,Rebooted system,2024-10-25,Red,True,72.33,⚠️,INT54343,Pending upgrade,A,51.460278,-2.594745,-99.0,-127.88,-5.5,40.03,1.25,2,1,-0.830152671919917,-0.9184338773257704,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 01:10:00,TWR1012,0.5670000000000001,66.75 Mbps,8,173,95.65,LTE,Three,171,45.25,-60.28,61.09,61.1,95.88,2.11,2.79,33.0,7.9,12,False,18.1,Satisfactory,Sunny,Checked cables,2024-08-24,Red,False,72.88,🔇,INT34095,Pending upgrade,B,54.968736,-1.625499,-64.3,-136.59,-7.03,18.52,2.54,0,1,0.6460690732218227,-0.2708247399111171,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-23 01:15:00,TWR1070,0.8150000000000001,51.91 Mbps,1,125,95.89,LTE,Vodafone UK,307,28.01,-92.65,15.66,107.4,90.06,3.19,14.69,33.7,0.1,16,False,11.2,Satisfactory,Foggy,No issues,2025-01-19,White,True,35.48,✅,INT21712,Pending upgrade,A,53.472813,-2.248309,-114.15,-136.69,27.89,8.67,2.03,3,1,-2.0278595475224983,-0.12681203798471252,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-23 01:20:00,TWR1035,0.329,79.32 Mbps,10,147,97.53,4G,Vodafone UK,110,62.5,-90.82,62.45,231.3,92.75,4.53,11.32,22.3,0.9,12,True,25.0,Satisfactory,Foggy,,2025-05-12,Grey,True,74.16,⚠️,INT40397,Legacy hardware,Z,53.484754,-2.248524,-70.47,-112.62,19.38,42.59,0.28,0,1,1.7077133179663888,1.282220164245326,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 01:25:00,TWR1013,0.458,53.52 Gbps,10,109,96.44,5G,Three,163,46.95,-97.66,61.38,91.7,99.1,3.86,19.0,26.9,1.4,10,False,18.78,Other,Foggy,Rebooted system,2024-09-03,White,True,35.37,🔇,INT89713,,B,50.813217,-0.135039,-85.86,-98.68,4.51,10.46,0.65,0,1,1.2661572302226671,0.7977824942676331,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-23 01:30:00,TWR1058,0.837,23.68 Gbps,0,130,96.65,4G,EE,175,44.44,-94.63,10.4,143.8,89.79,3.38,2.77,19.8,9.2,18,True,17.78,Satisfactory,Rainy,Rebooted system,2024-09-22,Blue,True,96.86,📶,INT41787,Legacy hardware,C,51.462983,-2.588127,-111.26,-138.46,13.76,39.98,3.69,3,1,-2.0422392536758593,-0.2490206877566945,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 01:35:00,TWR1091,0.654,15.75 Gbps,3,89,96.52,4G,O2,304,28.25,-85.29,62.37,56.6,93.25,3.07,14.6,16.4,8.4,4,True,11.3,Satisfactory,Cloudy,Rebooted system,2025-06-28,White,True,37.52,🔇,INT63442,,B,53.48897,-2.252249,-104.6,-129.77,11.54,37.32,1.42,3,1,-0.5698954618287647,0.19788096422022367,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 01:40:00,TWR1010,0.779,99.1 Gbps,7,101,95.34,4G,O2,37,114.94,-71.87,63.21,164.5,98.23,3.84,13.18,40.3,4.6,20,False,45.98,Poor Voice Quality,Sunny,Checked cables,2025-05-29,White,False,41.84,🔇,INT83795,Temporary site,B,53.412427,-2.987483,-119.07,-138.67,23.55,38.94,3.27,2,1,1.6666848499957132,-0.6823076311909357,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-23 01:45:00,TWR1047,0.404,60.66 Gbps,9,187,96.94,LTE,EE,450,20.0,-97.43,26.42,126.9,95.77,1.99,5.03,23.3,9.7,13,True,8.0,Satisfactory,Cloudy,No issues,2025-03-14,Red,False,85.27,📶,INT26038,Legacy hardware,C,52.482651,-1.899665,-62.56,-127.82,24.94,25.2,2.26,1,1,-0.19469248812867113,0.3282263041894881,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 01:50:00,TWR1045,0.163,60.47 Mbps,0,53,99.26,5G,Vodafone UK,94,69.44,-65.17,91.57,139.3,86.66,0.87,3.46,40.3,6.1,19,True,27.78,Satisfactory,Rainy,,2024-09-10,Grey,False,48.51,📶,INT46028,,C,54.970891,-1.622908,-106.09,-132.43,5.16,13.26,3.64,0,-1,0.41824117732224253,-0.0037516145632772832,🛠️ Old tower + maintenance due → Replace/upgrade tower; 🚨 Anomaly detected → Send field engineer
2025-08-23 01:55:00,TWR1061,0.247,43.73 Gbps,2,70,96.6,5G,Three,218,37.31,-85.29,74.63,39.6,91.9,3.18,12.4,24.8,11.6,12,True,14.93,Poor Voice Quality,Foggy,No issues,2024-12-25,Blue,True,61.13,🔇,INT25287,,C,51.744199,-1.25898,-96.65,-123.39,19.35,16.79,4.62,0,1,-0.018839757393756335,1.1925160607823797,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-23 02:00:00,TWR1039,0.309,65.29 Mbps,6,188,99.03,LTE,O2,347,25.19,-83.95,35.47,219.8,89.27,3.03,2.59,30.2,11.1,7,True,10.08,Satisfactory,Rainy,No issues,2025-03-17,Grey,True,64.95,📶,INT92388,Pending upgrade,B,53.475379,-2.251635,-108.92,-101.35,28.34,16.06,2.13,1,1,-0.3375089867543076,1.0433690798140598,📞 Packet loss high → Optimize VoIP routing/codecs
